Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2011,03/06/2011,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,1/2 Mile Marker,Racing,Harness,Rain,Fort Hamilton,JODY B. WEIDMAN,BRIAN M. CROSS,Fort Hamilton-Tr. Jody Weidman & Cam Boxer-Tr. Chris Marino-bikes collided unseating drivers-no injuries reported,Accident
2010,07/02/2010,ACCIDENT - ON TRACK,Buffalo Raceway,Last Turn/Stretch,Racing,Harness,clear and 76 degrees,Luckamotion,GLEN W. ZDON SR,ROBERT D. VERNEY,Luckamotion-Tr. Glen Zdon-collision-unseated driver-horse rec'd. cuts & bruises-vet checked-horse doing well-driver to hospital,Injury
2010,10/11/2010,STEWARDS/VETS LIST,Batavia Downs,3/4 Pole,Racing,Harness, ,Leah Me Alone,MICHAEL R. POKORNOWSKI,THOMAS M. AGOSTI,Leah Me Alone-Tr. Mike Pokornowski-pulled up - lame in front-vet exam nothing found,Steward's List
2011,06/19/2011,ACCIDENT - ON TRACK,Buffalo Raceway,1/4 Pole,Racing,Harness,sunny and 75 degrees,Popatopagrin,MICHAEL R. POKORNOWSKI,JAMES K. WHISMAN,Popatopagrin-Tr. Mike Pokornowski-broke-fell over pylon unseating driver-horse ok-driver banged up but ok,Accident
2010,07/28/2010,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish of race.,Racing,Thoroughbred,Clear 88*,Justin P,EDMUND PRINGLE WHILBY,JOSE E. BERMUDEZ,Justin P-Tr. Edmund Whilby-ambulanced off-RF Lamness-possible sprain-horse ok,Steward's List
2011,06/26/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn #2,Non-Racing,Thoroughbred,85* Clear,Nunziante,EDMUND PRINGLE WHILBY, ,Nunziante-Tr. Edmund Pringle-found dead in stall-being treated for colic day before,Equine Death
2010,11/18/2010,FALL OF RIDER,Aqueduct Racetrack (NYRA),Start,Racing,Thoroughbred,Cloudy 55*,Silver Mast,ROY SEDLACEK,JACQUELINE A. DAVIS,Silver Mast-Tr. Roy Sedlacek-stumbled unseating rider-no injuries to both horse and rider,Accident
2010,08/02/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),One eight pole,Racing,Thoroughbred,Clear 88*,Gold Vendetta,GARY C. CONTESSA,VICTOR E. SANTIAGO,Gold Vendetta-Tr. Gary C Contessa-ambulanced off-R knee slab Fx-euthanized,Euthanasia
2011,03/19/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred,Clear 34*,Concert Crew,GARY C. CONTESSA,CHARLIE AMARO,Concert Crew-Tr. Gary Contessa-got loose being loaded in gate-unseated rider & jumped the rail-scratched-no injuries reported,Accident
2010,12/09/2010,RACING INJURY,Aqueduct Racetrack (NYRA),Going into First Turn,Racing,Thoroughbred,Clear 32*,Drink At Last Call,GARY C. CONTESSA,JAIME RODRIGUEZ,Drink At Last Call-Tr. Gary Contessa-bumped unseating rider-ambulanced off-LF ankle laceration-surgery-horse doing well,Injury
2010,12/31/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After the finish,Racing,Thoroughbred,Clear 43*,Dixie Night Out,GARY C. CONTESSA,JUNIOR R. ALVARADO,Dixie Night Out -Tr. Gary Contessa-pulled up-displaced palate,Steward's List
2011,01/08/2011,DRIVER/JOCKEY INJURED,Aqueduct Racetrack (NYRA),Paddock,Racing,Thoroughbred,34* - Cloudy,Starlantic,GARY C. CONTESSA,JUNIOR R. ALVARADO,Starlantic-Tr. Gary Contessa-kicked jockey in paddock-jockey carried to Jock's room when paramedics failed to respond-horse uninjured,Accident
2011,03/04/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred,Cloudy 35*,Talk to Nick,GARY C. CONTESSA,JUNIOR R. ALVARADO,Talk to Nick-Tr. Gary Contessa-opened gate before start unseating rider-bumping Full Tilt Noogie unseating his rider-no reported injuries, 
2010,08/20/2010,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish of the race,Racing,Thoroughbred,77* Clear,Officer Flirt,GARY C. CONTESSA,RAJIV C. MARAGH,Officer Flirt-Tr. Gary Contessa-ambulanced off-bled-found nothing wrong,Steward's List
2010,12/31/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn #5,Non-Racing,Thoroughbred,Clear 36*,El Primero,GARY C. CONTESSA, ,El Primero-Tr. Gary Contessa-found dead in his stall from endotoxic shock,Equine Death
2011,08/26/2011,RACING INJURY,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,70* Clear,HOT DANGER,GARY C. CONTESSA,JAVIER J. CASTELLANO,Hot Danger -Tr. Gary Contessa-ambulanced off-chip lower R cannon bone-sent to surgery,Injury
2011,02/24/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),After Finish,Racing,Thoroughbred,45* Rain,Read The E Mail,GARY C. CONTESSA,RAMON A. DOMINGUEZ,Read the E Mail-Tr. Gary Contessa-found in stall after race w/ fx LFM splint bone-euthanized 4 days later,Euthanasia
2011,08/01/2011,RACING INJURY,Saratoga Racecourse (NYRA),Finish of Race,Racing,Thoroughbred,Sunny 80-85*,High Flying Adore,GARY C. CONTESSA,JOSE L. ESPINOZA,High Flying Adore-Tr. Gary Contessa-ambulanced off-R Knee fx-retired,Injury
2011,05/25/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,On track,Racing,Harness,Clear,Speedy Ryan,ANTHONY GUGLIOTTA JR, ,Speedy Ryan-Tr. Anthony Gugliotta  Jr.-pulled up-DNF-RF quarter crack-given time off,Steward's List
2011,02/04/2011,EQUINE DEATH,Buffalo Raceway,Ship-in barn,Non-Racing,Harness,cloudy 19 degrees,Another Traveller,ANTHONY GUGLIOTTA JR, ,Another Traveller-Tr. Anthony Gugliotta  Jr.-collapsed & died of unknown cause in ship-in barn,Equine Death
2010,07/01/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,STARHUMOR,LAVERN A. BOWMAN, ,Starhumor-Tr. Lavern Bowman-fx L cannon bone-euthanized 3 days later,Euthanasia
2010,10/24/2010,RACING INJURY,Belmont Park (NYRA),After finish of the race,Racing,Thoroughbred,62* Cloudy,Being Queen,MICHAEL J. SHEVY,ALBIN JIMENEZ,Being Queen-Tr. Michael J. Shevy-ambulanced off-Fx RF knee,Injury
2010,09/08/2010,ACCIDENT - ON TRACK,Batavia Downs,Last Turn-Entering Stretch,Racing,Harness,light rain and 64 degrees,Delightful Party,RAYMOND W. SCHNITTKER,RAYMOND W. SCHNITTKER,City Delight-Tr. P. Kelly&Delightful Party-Tr. R. Schnittker unseated drivers after colliding with JK Owhatanite-all 3 horses DNF-no injuries reported,Accident
2010,06/26/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Training,Thoroughbred, ,POLISH BREAK,DEBRA A. BREED, ,Polish Break-Tr. Debra Breed-fx R carpal bone-euthanized a day later,Euthanasia
2010,07/17/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn area,Non-Racing,Thoroughbred, ,RAPPER'S DELITE,DEBRA A. BREED, ,Rappers Delite-Tr. Debra Breed-irreversible colic-euthanized,Euthanasia
2010,10/16/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Backstretch,Non-Racing,Thoroughbred, ,MORIVERA,DEBRA A. BREED, ,Morivera-Tr. Debra Breed-severe colic-euthanized,Equine Death
2010,09/17/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,PRESQUE (PA TRACK ),Racing,Thoroughbred, ,ARTIE THE ONE MAN PARTY,DEBRA A. BREED, ,Artie The One Man Party-Tr. Debra Breed-Fx RF sesamoid & degenerative joint disease-euthanized,Lameness
2010,09/02/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Post Parade,Racing,Harness, ,Lima Honor,DIANE M. PETERSON,JAMES J. DEVAUX,Lima Honor-Tr. Diane Peterson-LR Lamness-Scratched-recovered,Steward's List
2010,09/29/2010,EQUINE DEATH - INFECTIOUS DISEASE,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,70* Clear,Goodandacceptable,GLEN A. MAYDAN,EIBAR COA,Goodandacceptable-Tr. Glen Maydan-ambulanced off-LF suspensory Fx sesamoid-attempt to save horse unsucessful-euthanized 9 days later,Euthanasia
2010,08/27/2010,RACING INJURY,Tioga Downs,1/4 Pole,Racing,Harness,Clear  cool,Western Kerry,RAY J. VANDREASON,FERNAND A. PAQUET JR,Western Kerry-Tr. Ray Vandreason-pulled up-DNF-Fx RF pastern-surgery to stabilize fx,Injury
2011,03/26/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-Up,Racing,Harness,Clear,Arts American Girl,FRANK MCMAHON JR,KIM L. CRAWFORD, Arts American Girl-Tr. Frank McMahon  Jr.-appeared lame in front during warm-up-scratched-horse is now fine,Steward's List
2010,08/31/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,start of race-rail,Racing,Harness,Hot/humid,Cockney Hanover,BRUNO NICOLO,STEPHANE L. BOUCHARD,Cockney Hanover-Tr. Bruno Nicolo-fell unseating driver-DNF-must requalify,Steward's List
2011,06/05/2011,RACING INJURY,Buffalo Raceway,First Turn,Unknown,Harness,sunny & 66 degrees,Eastside Pride,DENNIS R. NAWOJSKI,RAYMOND E. FISHER JR,Eastside Pride-Tr.  Dennis Nawojski-pulled up-fx LF pastern-casted-retired,Injury
2011,02/21/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),Start,Racing,Thoroughbred,248 Cloudy,Riptide,GARY J. SCIACCA,JOSE A. VALDIVIA,Riptide-Tr. Gary Sciacca-stumbled unseating rider-no injuries reported,Accident
2010,08/19/2010,EQUINE DEATH,Belmont Park (NYRA),BackStretch,Non-Racing,Thoroughbred,Cloudy 75*,Roma Di Notte,GARY J. SCIACCA, ,Roma Di Notte-Tr. Gary Sciacca-Laminitis-front feet-euthanized,Euthanasia
2010,10/02/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Training,Thoroughbred, ,PUNT'S KITTY,PAUL W. BARROW,PAUL A. NICOL JR,Punt's Kitty-Tr. Paul Barrow-Fx RF Cannon Bone-Euthanized,Euthanasia
2010,10/23/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn/Stall,Non-Racing,Thoroughbred, ,OMMA GAMBLER,JOHN W. TEBBUTT JR, ,Omma Gambler-Tr. John Tebbutt-colic-Euthanized 2 days later,Equine Death
2011,06/29/2011,FALL OF HORSE,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Some Next Vacation,KEVIN M. GOULD,KEVIN M. GOULD,Some Next Vacation-Tr. Kevin Gould-fell unseating driver & ran loose-both knees lacerated-at farm for 2 weeks-rider sustained scratch to L hand but ok,Injury
2010,11/23/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/4 Pole,Racing,Harness, ,Wantasmile,ANTHONY W. REGINA,KENNETH J. DEVAUX,Wantasmile-Tr. Anthony Regina-Pulled up 1/4 pole-check ligament tear-given time off,Steward's List
2011,08/22/2011,ACCIDENT - ON TRACK,Batavia Downs,Head of stretch,Racing,Harness,sunny and 74 degrees,Future Art,LYNN M. FISHER,SHAWN M. MCDONOUGH,Future Art-driver Shawn McDonough-accident- Horse unhurt,Accident
2011,03/25/2011,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After Finish,Racing,Thoroughbred,Clear & Cold,Easy Ending,DOMINICK A. SCHETTINO,CHANNING R. HILL,Easy Ending-Tr. Dominick Schettino-pulled up-ambulanced off-locked stifle-horse ok,Steward's List
2010,08/18/2010,FALL OF HORSE,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,82* Clear,Pico Dinero,DOMINICK A. SCHETTINO,RAJIV C. MARAGH,Pico Dinero-Tr. Dominick Schettino-fell unseating rider-horse and rider ok,Accident
2011,08/05/2011,EQUINE DEATH,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,80* Partly Cloudy,Jackson N Humbolt,DOMINICK A. SCHETTINO,EDDIE CASTRO,Jackson N Humbold-Tr. Dominick Schettino-fx R knee-euthanized,Euthanasia
2010,10/20/2010,STEWARDS/VETS LIST,Belmont Park (NYRA),After the Race,Racing,Thoroughbred,Cloudy 65*,Captain Redwood,DOMINICK A. SCHETTINO,VICTOR E. SANTIAGO,Captain Redwood-Tr. Dominick Schettino-ambulanced off-no reported injuries,Steward's List
2010,10/10/2010,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,62* Clear,Xela,DOMINICK A. SCHETTINO,JOSE L. ESPINOZA,Xela-Tr. Dominick Schettino-pulled up-walked off own power-did not like turf,Steward's List
2010,08/28/2010,RACING INJURY,Saratoga Racecourse (NYRA),After the Finish,Racing,Thoroughbred,Clear 80*,Angel Wave,DOMINICK A. SCHETTINO,JOSE L. ESPINOZA,Angel Wave-Tr. Dominick Schettino-pulled up-ambulanced off-pulled LH plantar ligament,Injury
2011,05/27/2011,FALL OF RIDER,Belmont Park (NYRA),5/8 pole,Racing,Thoroughbred,80* clear,Ms Stilleto,DOMINICK A. SCHETTINO,RAMON A. DOMINGUEZ,Ms Stilleto-Tr. Dominick Schettino-clipped heals unseating rider R.Dominguez-horse rec'd. minor abbrasions-rider to hospital for observation, 
2011,03/29/2011,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,1/8 pole,Racing,Harness,Sunny/cold,Ten Oclock Number,RONALD J. INGRASSIA,JAMES R. TAGGART JR,Ten Oclock Number-Tr. Ronald Ingrassia-fractured P-1 bone-euthanized,Euthanasia
2010,07/06/2010,ACCIDENT - ON TRACK,Finger Lakes Gaming & Racetrack,1/2 Pole,Racing,Thoroughbred,Sunny,ONE LITTLE SECRET,GLENN I. BURNETT,JOSE A. GUTIERREZ,One Little Secret-Tr. Glenn Burnett-fell over fallen horse-jockey suffered sprained wrist-horse uninjured,Accident
2010,10/10/2010,EQUINE DEATH,Batavia Downs,Barn,Non-Racing,Harness, ,Flamenco Dancer,ALEXANDER E. GIULIANI, ,Flamenco Dancer- Tr. Alex Giuliani-severe colic-died,Equine Death
2011,04/27/2011,RACING INJURY,Buffalo Raceway,3/4 pole,Racing,Harness,75 degrees and drizzle,The Rizz,ALEXANDER E. GIULIANI,JOHN P. CUMMINGS JR,The Rizz-Tr. Alex Giuliani-pulled up-DNF-walked off-pulled LF suspensory-rest,Injury
2011,04/16/2011,RACING INJURY,Buffalo Raceway,3/4 Pole,Racing,Harness,cloudy and 54 degrees,Blue Swimmer A,ALEXANDER E. GIULIANI,THOMAS M. AGOSTI,Blue Swimmer A - Alex Giuliani - Severely pulled tendon - horse  resting and placed in a cast,Injury
2010,07/02/2010,ACCIDENT - ON TRACK,Buffalo Raceway,Last Turn/Stretch,Racing,Harness,clear and 76 degrees,Lady Coyote,ALEXANDER E. GIULIANI,THOMAS M. AGOSTI,Lady Coyote-Tr. Alexander Giuliani-collision-unseated driver-horse rec'd. laceration to LF shoulder-horse doing fine-needs time to heal,Injury
2011,07/28/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,CRAZY THING,BRIAN E. MC CALL,LUIS E. PEREZ,Crazy Thing-Tr. Brian McCall-fx & soft tissue injury LF leg-euthanized,Euthanasia
2010,07/28/2010,STEWARDS/VETS LIST,Batavia Downs,Post Parade,Racing,Harness,rain and 84 degrees,This Bud's For You,JAMES P. GRAHAM,RAYMOND E. FISHER JR,This Bud's For You-Tr. Jim Graham-LF Lame-scratched-rec'd. injection-rest recommended,Steward's List
2011,01/16/2011,RACING INJURY,Aqueduct Racetrack (NYRA),Starting gate,Racing,Thoroughbred,Clear  30*,Linear Motion,CARLOS F. MARTIN,CHANNING R. HILL,Linear Motion-Tr. Carlos Martin-unseated rider when he kicked Heart of Derby-Tr. Karl Grusmark-both scratched-no injuries reported,Accident
2010,08/05/2010,RACING INJURY,Saratoga Racecourse (NYRA),After finish of race,Racing,Thoroughbred,Cloudy 86*,Legal Consent,CARLOS F. MARTIN,JOSE LEZCANO,Legal Consent-Tr. Carlos Martin-ambulanced off-pulled LF suspensory-retired,Injury
2011,07/06/2011,EQUINE DEATH,Belmont Park (NYRA),Training-After Finish,Training,Thoroughbred,Clear,Fayetta,CARLOS F. MARTIN, ,Fayetta-Tr. Carlos Martin-struck by a loose horse-suffered fx neck-euthanized,Euthanasia
2010,09/04/2010,EQUINE DEATH,Belmont Park (NYRA),Barn # 58,Non-Racing,Thoroughbred,Rainy 85*,Enumerate,STEVEN M. ASMUSSEN, ,Enumerate-Tr. Steve Asmussen-Laminitis-euthanized,Euthanasia
2010,07/09/2010,STEWARDS/VETS LIST,Buffalo Raceway,Prior to Race,Racing,Harness,73 degrees and clear,Broad Mountain,LAURIE M. PATISTAS,RAY L. WATSON,Broad Mountain-Tr. Laurie Patistas-lame in front-scratched-done racing,Lameness
2010,07/02/2010,ACCIDENT - ON TRACK,Buffalo Raceway,Last Turn/Stretch,Racing,Harness,clear and 76 degrees,Jet From Above,LAURIE M. PATISTAS,JAMES K. WHISMAN,Jet From Above-Tr. Laurie Patistas-collision-unseated driver-horse rec'd. minor bumps & bruises-driver to hospital,Accident
2010,12/11/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,40* Cloudy,Great Emperor,JOSEPH D. IMPERIO,BRIAN A. PEDROZA,Great Emperor-Tr. Joe Imperio-ambulanced off-Fx right front knee-euthanized,Injury
2011,02/04/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred,34* Cloudy,Dragon Fighter,JOSEPH D. IMPERIO,CHANNING R. HILL,Dragon Fighter-Tr. Joseph Imperio-LF biaxial sesamoid fxs-euthanized,Euthanasia
2010,08/28/2010,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn#59,Non-Racing,Thoroughbred,Sunny 79*,Hathors Legacy,JAMES E. BAKER, ,Hathors Legacy-Tr. James E Baker-Laminitis-front feet-euthanized,Euthanasia
2010,08/26/2010,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Before 1/2,Racing,Harness,clear  72,Van Joe,JAMES R. TAGGART JR,JAMES R. TAGGART JR,Van Joe-Tr. J Taggart Jr-fell on track-died-choke down,Equine Death
2011,02/11/2011,ACCIDENT - ON TRACK,Buffalo Raceway,3/4 Pole,Racing,Harness,clear and 25 degrees,Fundy Breeze,BRENDA A. OHOL,DAVID P. MCNEIGHT III,Fundy Breeze-Tr. Brenda Ohol-ran into another horse-DNF-no injuries reported,Accident
2011,07/30/2011,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1st turn,Racing,Thoroughbred,80* Clear,Furman Bisher,NEIL J. HOWARD,EDGAR S. PRADO,Furman Bisher-Tr. Neil Howard-pulled up-ambulance off-no issues found,Steward's List
2011,07/16/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,MainTrack-3/8 pole,Racing,Thoroughbred, ,FREUDIAN STORM,DONNA M. BIRETA,EMANUEL DE DIEGO,Freudian Storm-Tr. Donna Bireta-died during race-pulmonary hemorrhage,Equine Death
2010,09/11/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,AMELIA THE CAT,DONNA M. BIRETA,JEREMIAS FLORES,Amelia the Cat-Tr. Donna Bireta-Fx LF carpal bone-euthanized next day,Euthanasia
2010,10/30/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Main Track,Racing,Harness,Clear,Hegetswhathewants,GEORGE E. MEAD *, ,Hegetswhathewants-Tr. George E. Mead-Lame LF-scratched,Steward's List
2010,11/14/2010,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,50* Clear,Buddys Saint,BRUCE N. LEVINE, ,Buddys Saint-Tr. Bruce Levine-Fx L humerous-euthanized,Euthanasia
2010,07/10/2010,EQUINE DEATH,Belmont Park (NYRA),Barn,Non-Racing,Thoroughbred,Cloudy  82*,Bull Speed Ahead,BRUCE N. LEVINE, ,Bull Speed Ahead-Tr. Bruce Levin-laminitis-euthanized,Euthanasia
2010,11/12/2010,RACING INJURY,Aqueduct Racetrack (NYRA),After the finish of the race,Racing,Thoroughbred,Clear 56*,High Prize,BRUCE N. LEVINE,CORNELIO VELASQUEZ,High Prize-Tr.Bruce Levine-ambulanced off-LF bowed tendon-possible retirement,Injury
2011,07/07/2011,RACING INJURY,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,88* Partly cloudy,Cellist,BRUCE N. LEVINE,DAVID COHEN,Cellist-Tr. Bruce Levine-pulled up-ambulanced off-stifle locked up-no injury reported-stall rest, 
2011,07/02/2011,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,75-80 Clear,Run to Grand Ave,BRUCE N. LEVINE,JAIME RODRIGUEZ,Run to Grand Ave-Tr. Bruce Levine-ambulanced off-jammed ankle-trained without problem thereafter,Injury
2011,06/29/2011,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,85* Clear,Lake and Ludlow,BRUCE N. LEVINE,JAIME RODRIGUEZ,Lake and Ludlow-Tr. Bruce N. Levine-ambulanced off-sustained RF sesamoid fx-to Florida for surgery,Injury
2010,12/10/2010,RACING INJURY,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,33* Cloudy,B Z Warrior,BRUCE N. LEVINE,JUNIOR R. ALVARADO,B Z Warrior-Tr. Bruce Levine ambulanced off-ambulanced off-LF pulled suspensory-horse ok,Injury
2011,06/06/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,FIVE BLESSINGS,SHERRY L. WINFORD,NAZARIO A. ALVARADO,Out of Africa-Tr. Jose Cabrera-stumbled-went down-Five Blessings-Tr. S. Winford-fell over fallen horse but finished the race-no injuries to horses-riders-Gomez treated & released-Alvardo to hospital with broken leg,Steward's List
2010,11/19/2010,FALL OF RIDER,Aqueduct Racetrack (NYRA),Finish Line,Racing,Thoroughbred,58* clear,Doree Daze,DAVID J. FIGUEROA,MAYLAN L. STUDART,Doree Daze-Tr. David Figueroa-unseated rider approaching finish-no injuries reported,Accident
2011,03/11/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Non-Racing,Harness,Clear,Bad Hat Harry,DAVID L. BYER, ,Horse Bad Hat Harry-Tr. David Byer-horse stiffened & was scratched-unknown cause-horse fine,Steward's List
2011,01/09/2011,FALL OF RIDER,Aqueduct Racetrack (NYRA),Start,Racing,Thoroughbred,30* CLOUDY,Greely's Law,GLENN B. DISANTO,CHARLES C. LOPEZ,Greely's Law-Tr. Glen DiSanto-clipped heels unseating rider-no injuries reported,Accident
2010,09/03/2010,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,SEVEN GO,MICHAEL A. LECESSE,PEDRO A. RODRIGUEZ,Seven Go-Tr. Michael Lecesse-pulled up-ambulanced off-RF leg lameness-rested,Steward's List
2011,07/19/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Main Track-3/8 Pole,Racing,Thoroughbred, ,Summit Wind,MICHAEL A. LECESSE,LUIS E. PEREZ,Summit Wind-Tr. Michael Lecesse-fx LF sesamoid and ligaments-euthanized,Euthanasia
2010,08/30/2010,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After the Finish,Racing,Thoroughbred, ,Vital Argument,MICHAEL A. LECESSE,JULIEN R. LEPAROUX,Vital Argument-Tr.Michael Lecesse-ambulanced off-LF ankle-surgery,Steward's List
2010,08/29/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Backstretch,Non-Racing,Thoroughbred, ,BOATMAN'S DREAM,MICHAEL A. LECESSE, ,Boatman's Dream-Tr. Michael Lecesse-L knee joint infection-euthanized,Euthanasia
2010,08/12/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,LONAVICH,MICHAEL A. LECESSE, ,Lonavich-Tr. Michael Lecesse-RF Ruptured tendon-euthanized 5 days later,Equine Death
2011,06/28/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,LADY CHIEF,MICHAEL A. LECESSE,JEREMIAS FLORES,Lady Chief-Tr. Mike Lecesse -fx LF shoulder-euthanized,Euthanasia
2010,09/04/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-Up,Racing,Harness, ,Proud American,KATHLEEN M. ALLEN,BRIAN D. ALLEN,Proud American-Tr. Kathleen Allen-RF Lamness-bruised sole-horse ok,Lameness
2010,11/28/2010,EQUINE DEATH,Saratoga Gaming & Raceway,1/4 Pole,Racing,Harness,Cloudy,Muscleloha,KATHLEEN M. ALLEN,BRIAN D. ALLEN,Muscleloha-Tr.Kathleen Allen-ambulanced off-Fx LH pastern-Euthanized,Euthanasia
2010,10/17/2010,EQUINE DEATH,Belmont Park (NYRA),"1/4 Pole, Main Track",Training,Thoroughbred,Clear 50*,Road to Graceland,ANGEL A. PENNA JR, ,Road to Graceland-Tr. Angel Penna Jr-Fx RF sesamoids-euthanized,Euthanasia
2010,10/06/2010,EQUINE DEATH,Belmont Park (NYRA),3/4 pole,Racing,Thoroughbred,60* Clear,Indian Bob,ANGEL A. PENNA JR,CORNELIO VELASQUEZ,Indian Bob-Tr. Angel Penna Jr-fell & died-possible heart attack or fx neck,Equine Death
2010,10/31/2010,RACING INJURY,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,56* Clear,Nostre Aetate,ANGEL A. PENNA JR,EDGAR S. PRADO,Nostre Aetate-Tr. Angel Penna  Jr.-ambulanced off-Fx RF sesamoid-retired,Injury
2010,07/18/2010,STEWARDS/VETS LIST,Buffalo Raceway,Post parade,Racing,Harness,81 degrees and sunny,ITZ SPANKY BOY,GERALD W. SARAMA,THOMAS M. AGOSTI,Itz Spanky Boy-Tr.Gerald Sarama-non specific lamness-scratched-done racing,Lameness
2011,08/25/2011,FALL OF HORSE,Saratoga Racecourse (NYRA),last turn,Racing,Thoroughbred,79* Cloudy,Sermon of Love,JONATHAN E. SHEPPARD,DARREN NAGLE,Decoy Daddy-Tr. J. Sheppard-fell (uninjured) & Sermon of Love-Tr. T. Foley-fell over him (cut RF cannon bone)-Straight To It-Tr. J. Fisher-fell going over last jump-cut LF hoof-otherwise ok, 
